adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/eG58uvQKZFAFxAFYC01HWMibRfa.jpg,"[53, 27, 9648]",619778,en,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",95.737,/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,2021-09-01,Malignant,False,6.9,1507
False,/di47xqYMCYpjqwnqNlO17X5qXMX.jpg,"[35, 80]",12153,en,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",95.652,/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg,2004-06-23,White Chicks,False,6.9,2955
False,/scQf03Fm3jeyv4FH04qvi4fp4wh.jpg,"[80, 35, 28]",402900,en,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",95.641,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,2018-06-07,Ocean's Eight,False,7.0,7118
False,/exnFsbb9c3fDutTsgtJSWcDmZm0.jpg,"[18, 10749, 80]",511809,en,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",94.94,/zeAZTPxV5xZRNEX3rZotnsp7IVo.jpg,2021-12-08,West Side Story,False,7.2,943
False,/wq17r2QvfXM7rwgN5oRghnGzFwp.jpg,"[35, 10749, 18]",18240,en,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",94.915,/aYlnDia7ldvqFUst1O5S8LZeM2S.jpg,2009-06-01,The Proposal,False,7.1,5482
False,/tnwMCH4yLBY4qpe6Nr4n66u4U3f.jpg,"[28, 80, 18, 53]",400535,en,Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,94.337,/msqWSQkU403cQKjQHnWLnugv7EY.jpg,2018-06-27,Sicario: Day of the Soldado,False,6.9,2778
False,/gkxSIlZPEwGPimQ8TEE8C52cOSO.jpg,"[16, 35, 10751, 12]",8355,en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",94.195,/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,2009-06-26,Ice Age: Dawn of the Dinosaurs,False,6.7,6965
False,/2351A6j2YJjuKstEyZl9uObpMrm.jpg,"[28, 18, 27, 878, 53]",25769,en,Carriers,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",94.165,/jxjnjHtHXgvjdhkwpelE9ZwVMg6.jpg,2009-09-04,Carriers,False,6.1,1114
False,/uHEI6v8ApQusjbaRZ8o7WcLYeWb.jpg,"[27, 53, 878]",531309,en,Brightburn,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",94.061,/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,2019-05-09,Brightburn,False,6.1,2444
False,/bylGn5OC2h3BWfGLYFtIcxlYxLy.jpg,"[27, 53]",49018,en,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",93.965,/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,2010-09-13,Insidious,False,6.9,5528
False,/qCSLKtNrL9xIyw2kjzi0GEUvqXx.jpg,[35],10358,en,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",93.571,/40qxr2p2s297Q1mWFJOsRatQPK0.jpg,2008-09-18,Zack and Miri Make a Porno,False,6.3,1902
False,/eCLB3uO8JSCLndzzP0PSVy7aH3S.jpg,"[80, 28, 53]",630004,en,The Vault,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",93.333,/kWhXubAiIcHW0xn5GThflqaKZqh.jpg,2021-03-04,The Vault,False,7.0,632
False,/3Skg7e94WFreLgQAR0PAYSk0Zv1.jpg,"[10751, 12, 16, 18]",37135,en,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",93.289,/a0Syo09bmNJgehjfeVL6meR9Mjh.jpg,1999-06-18,Tarzan,False,7.4,5645
False,/6B2tOYhaIpv3kPKBkvdebX624Gw.jpg,"[16, 35, 10751, 37, 12]",44896,en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",93.225,/h9GJiKuuJ650dte0gyzLD3ILcIh.jpg,2011-03-02,Rango,False,6.8,5347
False,/ukNTB96qPadujTRDagpN5EBHR5P.jpg,"[16, 12, 35, 10751]",46195,en,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",93.171,/oo7M77GXEyyqDGOhzNNZTzEuDSF.jpg,2011-04-03,Rio,False,6.7,5581
False,/sKTFNMsuSgyAcwbD0xXVUXvvbY.jpg,"[14, 28, 12, 16, 35, 10751]",82702,en,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",93.152,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,2014-06-05,How to Train Your Dragon 2,False,7.7,8167
False,/hafgbeor4V3MIinoQNcvsRWQF6x.jpg,[35],232672,en,Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.",93.04,/o2YrH9jS7CAfWjETHFeL0tth79E.jpg,2014-05-21,Blended,False,6.8,2829
False,/rV8g8ATRPIwUHC1rKRXEXBjbclu.jpg,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",92.537,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-16,The Dark Knight Rises,False,7.8,19621
False,/zzcBf3kVmhJTANaFCJXiltsy64o.jpg,[35],45243,en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",92.442,/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg,2011-05-25,The Hangover Part II,False,6.4,8962
False,/t3HVA7XdVnQneMjI5hYjEhXmHY3.jpg,"[35, 10751, 14]",10830,en,Matilda,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,92.062,/wnLbqoGRGdnPNjMV6rY75wgRamd.jpg,1996-08-02,Matilda,False,7.1,3550
False,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,"[14, 12, 28]",57158,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",91.71,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,2013-12-11,The Hobbit: The Desolation of Smaug,False,7.6,11091
False,/cHkhb5A4gQRK6zs6Pv7zorHs8Nk.jpg,"[28, 53, 80, 12]",168259,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,91.549,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,2015-04-01,Furious 7,False,7.2,9150
False,/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",91.388,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,8.4,18246
False,/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,"[14, 18, 80]",497,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",91.365,/velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999-12-10,The Green Mile,False,8.5,14054
False,/9DUAR7p4SGqt2ISH2lmSzNx3uni.jpg,"[16, 35, 10751]",9836,en,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",90.996,/zP4CK9O70P8GDilfTkPm4lrmaks.jpg,2006-11-16,Happy Feet,False,6.1,4272
False,/3N316jUSdhvPyYTW29G4v9ebbcS.jpg,"[53, 28, 80]",38700,en,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",90.929,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,2020-01-15,Bad Boys for Life,False,7.2,7047
False,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28, 12, 878]",335988,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",90.888,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,2017-06-16,Transformers: The Last Knight,False,6.1,5032
False,/m4c1V53pQ4Z1Jk6rC0Ve3OTcWqW.jpg,"[28, 80, 53]",82675,en,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",90.817,/yzAlcuJhpnxRPjaj7AHBRbNPQCJ.jpg,2012-09-27,Taken 2,False,6.3,5696
False,/iMz5ieKyFSFnjZZEci5oE7A9m2p.jpg,"[35, 10749]",50546,en,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",90.769,/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,2011-02-10,Just Go with It,False,6.6,4726
False,/fbTxsnJcQwuwzCEu9VEiU9lV75Y.jpg,"[28, 53]",645788,en,The Protégé,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",90.065,/iQUj7MptHUlcXpaMLrqRNZRxGA9.jpg,2021-08-19,The Protégé,False,6.6,639
False,/93xA62uLd5CwMOAs37eQ7vPc1iV.jpg,"[10402, 18, 36]",424694,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",89.897,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,Bohemian Rhapsody,False,8.0,14747
False,/vBZ2BpTLx73IRacJPdkwy3UTnhp.jpg,"[14, 28, 9648]",123553,en,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",89.854,/fspW2P3ggzBjdIw5HpJOw8HKtQK.jpg,2013-08-21,The Mortal Instruments: City of Bones,False,6.4,4022
False,/6eJsw468dEwDg5FnVz6aOZtBXbq.jpg,"[12, 16, 10751]",10009,en,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",89.819,/9VvLgj28J5m04y5gO0mt5np4yF8.jpg,2003-10-23,Brother Bear,False,7.2,4556
False,/qwgGtdlLMKYvT2tV8hLY22syRHN.jpg,"[28, 35, 14]",287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,89.576,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,Shazam!,False,7.1,7662
False,/cs1XmakkJNWxIy32p54dS9xW44W.jpg,"[16, 10751, 14, 12, 35, 10749]",11970,en,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",89.418,/16JPL3c6ET7ibfO35WjjWxCaVmj.jpg,1997-06-20,Hercules,False,7.5,6197
False,/8NCftAWfkETwrbf7QwEaDH1xpus.jpg,"[10751, 16, 12, 35]",953,en,Madagascar,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",89.286,/94dkWGy17019vslAQpiKwA24uwS.jpg,2005-05-25,Madagascar,False,6.9,9182
False,/ubNevniKd5NYo60DqYIQ29T0uyB.jpg,"[28, 12, 878]",49529,en,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",88.747,/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg,2012-03-07,John Carter,False,6.2,4760
False,/rAQcPrEaPzDRVNX7XX5TWyxCGFN.jpg,"[27, 14]",346364,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",88.724,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,2017-09-06,It,False,7.2,16555
False,/q7vmCCmyiHnuKGMzHZlr0fD44b9.jpg,"[10749, 14, 10751, 18]",150689,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",88.71,/ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg,2015-03-12,Cinderella,False,6.8,6266
False,/qX5T5GVAcq2UKaaiAx5SZp1AtlY.jpg,"[80, 28, 878]",198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",88.105,/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg,2015-03-04,Chappie,False,6.8,6881
False,/pO1SnM5a1fEsYrFaVZW78Wb0zRJ.jpg,"[16, 12, 10751, 35, 10770]",677638,en,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",88.101,/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg,2020-06-30,We Bare Bears: The Movie,False,7.9,721
False,/9iQWsXwjOMGDvTDdvCnpiyR0UG3.jpg,"[28, 53]",8681,en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",87.94,/wrJjDB8SSJJKcpXVf4KAxZIHvBZ.jpg,2008-02-18,Taken,False,7.4,9547
False,/byflnwPMumyvrCW9SfO5Miq3647.jpg,[28],597891,en,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,87.668,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,Kate,False,6.7,1068
False,/oihWVx3imvRKujnGmSDYhfG1gI5.jpg,"[35, 27]",19908,en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",87.464,/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,2009-10-07,Zombieland,False,7.3,10465
False,/s8yphXScZsnvTFbSFE8rIG334vK.jpg,"[28, 18, 53, 36]",1579,en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",87.274,/cBFQsU1LDBEOl0Ik0cygeB6wCLE.jpg,2006-12-07,Apocalypto,False,7.5,4422
False,/mZj8EUr6F1x2PWZjKPxaeYd5WRw.jpg,"[12, 16, 35, 10751, 14]",11688,en,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",87.113,/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,2000-12-15,The Emperor's New Groove,False,7.5,5506
False,/U8QRD7jvTXEYsUXq74IFKaSiL5.jpg,"[18, 53, 9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",87.113,/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,2010-02-14,Shutter Island,False,8.2,20029
False,/1ZIeGwD2lMlLMr4u6IIR302jqhD.jpg,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,86.394,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,2015-01-24,Kingsman: The Secret Service,False,7.6,14463
False,/pAsZ0ifQwKTHVab8bCHHn2qtizE.jpg,"[28, 53, 18]",522938,en,Rambo: Last Blood,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",86.357,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,2019-09-19,Rambo: Last Blood,False,6.5,3073
False,/smAnf46gZL1jXuP9nZvkM3Uynav.jpg,"[10752, 28]",190859,en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",86.335,/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,2014-12-25,American Sniper,False,7.4,11174
False,/cF3H9pyUF6dsvqlYUcH0TyBAMTG.jpg,"[12, 16, 10751]",105864,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,86.143,/j0MuLOCf7q5o62xGVhN80K36xYS.jpg,2015-11-14,The Good Dinosaur,False,6.7,4659
False,/bwYhIvGPh81gLRTx3gWnU0Ho6nc.jpg,[35],8363,en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,85.916,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,2007-03-20,Superbad,False,7.2,5807
False,/blJVWug8FJggb9gs6NuooyOWBTP.jpg,"[27, 53, 9648]",21208,en,Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",85.847,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,2009-07-24,Orphan,False,7.0,4130
False,/9WO1YGgDrKamuEmurOfrqZhZYrc.jpg,"[878, 53, 18]",227719,en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",85.838,/druhu1nf5Ad005hw9np1C2YrXHq.jpg,2015-01-28,Project Almanac,False,6.7,2142
False,/o3U4733mGsmieBeqs4Sw2ze6n53.jpg,"[14, 18, 10749, 36]",245842,en,The King's Daughter,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",85.758,/nCRfr3eOlwH7wfxaz6cU1bhMR1W.jpg,2022-01-21,The King's Daughter,False,7.3,534
False,/miOnymJ0dN2psWBB8Vleo3fUyrc.jpg,"[18, 35]",607259,en,Fatherhood,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",85.746,/pR2fzm82fl0giommpo310LBOMbV.jpg,2021-06-18,Fatherhood,False,7.6,1029
False,/9N3KKOKpqEFe9GhHaIVHwk9N1Y.jpg,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",85.695,/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,2012-09-20,Hotel Transylvania,False,7.0,7414
False,/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,"[16, 12, 35, 10751]",920,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",85.444,/qa6HCwP4Z15l3hpsASz3auugEW6.jpg,2006-06-08,Cars,False,6.9,11697
False,/2iXU6zFGLi8wOD6OV8l72W7ekxj.jpg,[27],215,en,Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.",85.216,/sEXLZw7acI0aqHGSC5Bagd1LMt.jpg,2005-10-28,Saw II,False,6.6,4224
False,/hXx7BOsj0B5GHSiqFvAvqAvK4kj.jpg,[18],22881,en,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",84.852,/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,2009-11-20,The Blind Side,False,7.7,5151
False,/ff2ti5DkA9UYLzyqhQfI2kZqEuh.jpg,"[28, 53]",245891,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,84.736,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,2014-10-22,John Wick,False,7.4,15796
False,/tqYAfDloa6YgZpKnVJ401Xu4ky.jpg,"[878, 28, 53]",169,en,Predator 2,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,84.199,/nG6p0AJGB9JcBPDcbDnsjlDDJVG.jpg,1990-11-20,Predator 2,False,6.2,2368
False,/uT5G4fA7jKxlJNfwYPMm353f5AI.jpg,"[28, 12, 16, 35, 10751]",140300,en,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",84.149,/pKrwkydrXKDX9rpMdzwqFQQLRfI.jpg,2016-01-23,Kung Fu Panda 3,False,6.8,4726
False,/7QpzvBxlyP2cVYFZQLa4HmxgN7N.jpg,"[27, 53, 80]",214,en,Saw III,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",83.91,/wvdsqBqFrAcUvp9VNdhQkmgBhL5.jpg,2006-10-27,Saw III,False,6.4,3546
False,/mv4lRdLy201m3pndE68MuIKofpt.jpg,"[10749, 35]",790142,en,The Royal Treatment,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",83.831,/mYAv0YUoXJzLxIdEirOken8Quwf.jpg,2022-01-20,The Royal Treatment,False,6.8,570
False,/tMpeVt7T2S2NaeEaNCUunCm7laX.jpg,"[53, 12, 28]",27578,en,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",83.743,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,2010-08-03,The Expendables,False,6.2,6547
