movie_id,cast
280092,"['Stefanie Scott', 'Lin Shaye', 'Dermot Mulroney']"
4922,"['Brad Pitt', 'Cate Blanchett', 'Taraji P. Henson']"
249397,"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Shia LaBeouf']"
41233,"['Rick Malambri', 'Adam Sevani', 'Joe Slaughter']"
95,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck']"
50544,"['Justin Timberlake', 'Mila Kunis', 'Jenna Elfman']"
13387,"['Jason Statham', 'Natalya Rudakova', 'François Berléand']"
359724,"['Christian Bale', 'Matt Damon', 'Jon Bernthal']"
481848,"['Harrison Ford', 'Dan Stevens', 'Colin Woodell']"
274855,"['Gerard Butler', 'Alexandra Maria Lara', 'Jim Sturgess']"
11130,"['Anne Hathaway', 'Julie Andrews', 'Hector Elizondo']"
254,"['Naomi Watts', 'Jack Black', 'Adrien Brody']"
1734,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah']"
540901,"['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']"
640,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']"
546121,"['Sarah Paulson', 'Kiera Allen', 'Pat Healy']"
310,"['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston']"
16523,"['Max Records', 'Catherine Keener', 'Lauren Ambrose']"
2668,"['Johnny Depp', 'Christina Ricci', 'Miranda Richardson']"
13971,"['Emma Roberts', 'Alex Pettyfer', 'Natasha Richardson']"
62213,"['Johnny Depp', 'Michelle Pfeiffer', 'Helena Bonham Carter']"
20048,"['Isla Fisher', 'Hugh Dancy', 'Krysten Ritter']"
49520,"['Jason Bateman', 'Ryan Reynolds', 'Leslie Mann']"
8456,"['Sean Faris', 'Amber Heard', 'Cam Gigandet']"
10140,"['Georgie Henley', 'Skandar Keynes', 'Will Poulter']"
72431,"['Bryan Cranston', 'David Oyelowo', 'Cuba Gooding Jr.']"
664767,"['Patrick Seitz', 'Jordan Rodrigues', 'Jennifer Carpenter']"
10521,"['Kate Hudson', 'Anne Hathaway', 'Bryan Greenberg']"
602269,"['Denzel Washington', 'Rami Malek', 'Jared Leto']"
177677,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']"
614409,"['Lana Condor', 'Noah Centineo', 'Janel Parrish']"
77866,"['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster']"
1271,"['Gerard Butler', 'Lena Headey', 'Dominic West']"
769,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci']"
5876,"['Thomas Jane', 'Laurie Holden', 'Toby Jones']"
13700,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']"
62214,"['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short']"
206647,"['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux']"
76285,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario']"
448119,"['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']"
10202,"['Adam Sandler', 'Keri Russell', 'Guy Pearce']"
13474,"['Rachel Nichols', 'Wes Bentley', 'Simon Reynolds']"
6977,"['Josh Brolin', 'Javier Bardem', 'Tommy Lee Jones']"
300669,"['Stephen Lang', 'Jane Levy', 'Dylan Minnette']"
291805,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson']"
450465,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']"
425134,"['Eugenio Derbez', 'Salma Hayek', 'Rob Lowe']"
424783,"['Hailee Steinfeld', 'John Cena', 'Jorge Lendeborg Jr.']"
8643,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott']"
257445,"['Jack Black', 'Dylan Minnette', 'Odeya Rush']"
504172,"['Clint Eastwood', 'Bradley Cooper', 'Laurence Fishburne']"
423204,"['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith']"
43959,"['AnnaSophia Robb', 'Helen Hunt', 'Dennis Quaid']"
9016,"['Joseph Gordon-Levitt', 'Brian Murray', 'Emma Thompson']"
761053,"['Melanie Zanetti', 'Giulio Berruti', 'Rhett Wellington']"
183011,"['Justin Chambers', 'C. Thomas Howell', 'Michael B. Jordan']"
395992,"['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds']"
274857,"['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law']"
267860,"['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett']"
623491,"['Judah Lewis', 'Samara Weaving', 'Jenna Ortega']"
2907,"['Raul Julia', 'Anjelica Huston', 'Christopher Lloyd']"
428078,"['Hera Hilmar', 'Robert Sheehan', 'Hugo Weaving']"
654028,"['Kurt Russell', 'Goldie Hawn', 'Darby Camp']"
18,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman']"
136795,"['Sandra Bullock', 'Melissa McCarthy', 'Demián Bichir']"
88751,"['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem']"
267935,"['Mark Rylance', 'Ruby Barnhill', 'Rebecca Hall']"
4232,"['David Arquette', 'Neve Campbell', 'Courteney Cox']"
16577,"['Nicolas Cage', 'Madeline Carroll', 'Freddie Highmore']"
600583,"['Benedict Cumberbatch', 'Kodi Smit-McPhee', 'Kirsten Dunst']"
296,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes']"
7485,"['Mark Wahlberg', 'Michael Peña', 'Danny Glover']"
72710,"['Saoirse Ronan', 'Diane Kruger', 'Max Irons']"
205596,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']"
567748,"['Jake Gyllenhaal', 'Ethan Hawke', 'Riley Keough']"
9335,"['Jason Statham', 'Amber Valletta', 'Alessandro Gassmann']"
11699,"['Nicolas Cage', 'Eva Mendes', 'Val Kilmer']"
1267,"['Jordan Fry', 'Wesley Singerman', 'Matthew Josten']"
114,"['Richard Gere', 'Julia Roberts', 'Ralph Bellamy']"
339964,"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen']"
58233,"['Rowan Atkinson', 'Gillian Anderson', 'Dominic West']"
204082,"['Jason Statham', 'James Franco', 'Izabela Vidovic']"
607,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']"
9762,"['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff']"
315837,"['Scarlett Johansson', 'Takeshi Kitano', 'Michael Pitt']"
458220,"['Justin Timberlake', 'Ryder Allen', 'Juno Temple']"
335796,"['Elizabeth Reaser', 'Lulu Wilson', 'Annalise Basso']"
10229,"['Mandy Moore', 'Shane West', 'Peter Coyote']"
2300,"['Michael Jordan', 'Wayne Knight', 'Theresa Randle']"
2758,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']"
14306,"['Owen Wilson', 'Jennifer Aniston', 'Eric Dane']"
181533,"['Ben Stiller', 'Robin Williams', 'Owen Wilson']"
472674,"['Ansel Elgort', 'Oakes Fegley', 'Nicole Kidman']"
170,"['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson']"
458723,"[""Lupita Nyong'o"", 'Winston Duke', 'Shahadi Wright Joseph']"
1372,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']"
599975,"['Elizabeth Lail', 'Jordan Calloway', 'Talitha Bateman']"
9737,"['Martin Lawrence', 'Will Smith', 'Téa Leoni']"
290595,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt']"
338970,"['Alicia Vikander', 'Dominic West', 'Walton Goggins']"
565,"['Naomi Watts', 'Martin Henderson', 'David Dorfman']"
15512,"['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie']"
567609,"['Samara Weaving', 'Adam Brody', ""Mark O'Brien""]"
4951,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']"
68724,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']"
949,"['Al Pacino', 'Robert De Niro', 'Val Kilmer']"
447200,"['Dwayne Johnson', 'Neve Campbell', 'Chin Han']"
508763,"['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos']"
77174,"['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Jodelle Ferland']"
602,"['Will Smith', 'Jeff Goldblum', 'Bill Pullman']"
242,"['Al Pacino', 'Diane Keaton', 'Talia Shire']"
8909,"['James McAvoy', 'Angelina Jolie', 'Morgan Freeman']"
41446,"['David Arquette', 'Neve Campbell', 'Courteney Cox']"
216282,"['Richard Armitage', 'Sarah Wayne Callies', 'Alycia Debnam-Carey']"
11631,"['Meryl Streep', 'Amanda Seyfried', 'Pierce Brosnan']"
9603,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']"
1246,"['Sylvester Stallone', 'Burt Young', 'Antonio Tarver']"
12222,"['Jim Carrey', 'Steve Carell', 'Bill Farmer']"
552095,"['Max Calinescu', 'Devan Cohen', 'Drew Davis']"
627290,"['Janelle Monáe', 'Eric Lange', 'Jena Malone']"
621013,"['Lili Reinhart', 'Austin Abrams', 'Sarah Jones']"
424,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']"
19185,"['Patricia Tallman', 'Tony Todd', 'Tom Towles']"
406990,"['Noomi Rapace', 'Marwan Kenzari', 'Christian Rubeck']"
262504,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']"
34813,"['Jeffrey Dean Morgan', 'Zoe Saldana', 'Chris Evans']"
59859,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse']"
258509,"['Jason Lee', 'Justin Long', 'Bella Thorne']"
137116,"['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello']"
2667,"['Rei Hance', 'Michael C. Williams', 'Joshua Leonard']"
10590,"['Mel Gibson', 'Greg Kinnear', 'Madeleine Stowe']"
10184,"['Ginnifer Goodwin', 'Justin Long', 'Bradley Cooper']"
1265,"['Josh Hutcherson', 'AnnaSophia Robb', 'Robert Patrick']"
23566,"['Kelly Sheridan', 'Tim Curry', 'Kira Tozer']"
38408,"['Josh Duhamel', 'Katherine Heigl', 'Josh Lucas']"
87827,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']"
70006,"['Michael Jai White', 'Gralen Bryant Banks', 'Alex Meraz']"
338762,"['Vin Diesel', 'Eiza González', 'Sam Heughan']"
116711,"['Colin Farrell', 'Amanda Seyfried', 'Christoph Waltz']"
6795,"['Josh Hutcherson', 'Jonah Bobo', 'Dax Shepard']"
11186,"['Alex Vincent', 'Brad Dourif', 'Christine Elise']"
146216,"['Bruce Willis', 'John Malkovich', 'Mary-Louise Parker']"
431580,"['Chloe Bennet', 'Albert Tsai', 'Tenzing Norgay Trainor']"
189,"['Mickey Rourke', 'Jessica Alba', 'Bruce Willis']"
9567,"['Bruce Willis', 'Monica Bellucci', 'Cole Hauser']"
954,"['Tom Cruise', 'Jon Voight', 'Henry Czerny']"
522681,"['Taylor Russell', 'Logan Miller', 'Deborah Ann Woll']"
9353,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez']"
44683,"['Mae Whitman', 'Michael Sheen', 'Pamela Adlon']"
251,"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']"
8835,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair']"
11852,"['Rob Schneider', 'Rachel McAdams', 'Anna Faris']"
7446,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']"
501170,"['Ewan McGregor', 'Kyliegh Curran', 'Rebecca Ferguson']"
8961,"['Will Smith', 'Martin Lawrence', 'Gabrielle Union']"
116149,"['Ben Whishaw', 'Hugh Bonneville', 'Sally Hawkins']"
18126,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment']"
1495,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons']"
501929,"['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph']"
20760,"['Chris Sanders', 'Dakota Fanning', 'Tia Carrere']"
9509,"['Denzel Washington', 'Dakota Fanning', 'Christopher Walken']"
431693,"['Will Smith', 'Tom Holland', 'Ben Mendelsohn']"
77950,"['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña']"
397243,"['Emile Hirsch', 'Brian Cox', 'Ophelia Lovibond']"
22538,"['Michael Cera', 'Mary Elizabeth Winstead', 'Ellen Wong']"
1830,"['Nicolas Cage', 'Bridget Moynahan', 'Jared Leto']"
333371,"['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.']"
745,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']"
514439,"['Chrissy Metz', 'Josh Lucas', 'Topher Grace']"
9928,"['Ewan McGregor', 'Robin Williams', 'Halle Berry']"
2251,"['Richard Gere', 'Diane Lane', 'Olivier Martinez']"
137106,"['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']"
44214,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']"
24122,"['Catherine Zeta-Jones', 'Justin Bartha', 'Art Garfunkel']"
8373,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']"
36586,"['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman']"
13885,"['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman']"
530915,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong']"
924,"['Sarah Polley', 'Ving Rhames', 'Jake Weber']"
423,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']"
399402,"['Gerard Butler', 'Gary Oldman', 'Toby Stephens']"
138832,"['Jennifer Aniston', 'Jason Sudeikis', 'Emma Roberts']"
542178,"['Bill Murray', 'Benicio del Toro', 'Adrien Brody']"
64682,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']"
483980,"['Milo Manheim', 'Meg Donnelly', 'Trevor Tordjman']"
9837,"['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer']"
9679,"['Nicolas Cage', 'Giovanni Ribisi', 'Angelina Jolie']"
193610,"['Cameron Diaz', 'Leslie Mann', 'Kate Upton']"
82703,"['Ty Burrell', 'Max Charles', 'Ariel Winter']"
10528,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']"
54138,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']"
752,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea']"
37165,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich']"
445651,"['Amandla Stenberg', 'Harris Dickinson', 'Patrick Gibson']"
268531,"['Kevin Hart', 'Ed Helms', 'Nick Kroll']"
474395,"['Scott Menville', 'Khary Payton', 'Hynden Walch']"
324849,"['Will Arnett', 'Zach Galifianakis', 'Michael Cera']"
17979,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']"
10865,"['Michael J. Fox', 'Cree Summer', 'James Garner']"
36557,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen']"
429351,"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña']"
158011,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']"
605,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']"
923632,"['Shimon Yehuda Hayut', 'Pernilla Sjöholm', 'Erlend Ofte Arntsen']"
332210,"['Andy Samberg', 'Katie Crown', 'Kelsey Grammer']"
13680,"['Dwayne Johnson', 'Madison Pettis', 'Kyra Sedgwick']"
122906,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy']"
11283,"['Emma Thompson', 'Colin Firth', 'Kelly Macdonald']"
451915,"['Steve Carell', 'Timothée Chalamet', 'Maura Tierney']"
608,"['Will Smith', 'Tommy Lee Jones', 'Lara Flynn Boyle']"
1402,"['Will Smith', 'Jaden Smith', 'Thandiwe Newton']"
253412,"['Jason Clarke', 'Josh Brolin', 'Jake Gyllenhaal']"
9399,"['Jean-Claude Van Damme', 'Harrison Page', 'Lisa Pelikan']"
258230,"['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones']"
14411,"['Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer']"
4108,"['Jason Statham', 'Shu Qi', 'François Berléand']"
206487,"['Ethan Hawke', 'Sarah Snook', 'Noah Taylor']"
227973,"['Noah Schnapp', 'Bill Melendez', ""Marleik 'Mar Mar' Walker""]"
249660,"['Kevin Sorbo', 'Shane Harper', 'David A.R. White']"
300668,"['Natalie Portman', 'Jennifer Jason Leigh', 'Gina Rodriguez']"
616651,"['Matt Damon', 'Camille Cottin', 'Abigail Breslin']"
82633,"['Shia LaBeouf', 'Tom Hardy', 'Gary Oldman']"
11459,"['Michael Angarano', 'Mary Elizabeth Winstead', 'Kurt Russell']"
11978,"['Robert De Niro', 'Cuba Gooding Jr.', 'Charlize Theron']"
136400,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']"
195589,"['Seth Rogen', 'Zac Efron', 'Rose Byrne']"
193756,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']"
10634,"['Ice Cube', 'Chris Tucker', 'Nia Long']"
107846,"['Sylvester Stallone', 'Arnold Schwarzenegger', 'Jim Caviezel']"
10439,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']"
956,"['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames']"
10591,"['Emile Hirsch', 'Elisha Cuthbert', 'Timothy Olyphant']"
9291,"['Adam Sandler', 'Chris Rock', 'James Cromwell']"
2309,"['Brendan Fraser', 'Sienna Guillory', 'Andy Serkis']"
297,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani']"
449176,"['Nick Robinson', 'Jennifer Garner', 'Josh Duhamel']"
7220,"['Thomas Jane', 'John Travolta', 'Will Patton']"
1634,"['Jason James Richter', 'Lori Petty', 'August Schellenberg']"
45612,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga']"
558,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco']"
38,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst']"
419478,"['Bella Thorne', 'Patrick Schwarzenegger', 'Rob Riggle']"
142,"['Heath Ledger', 'Jake Gyllenhaal', 'Michelle Williams']"
395991,"['Josh Brolin', 'Miles Teller', 'Jeff Bridges']"
453405,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen']"
442062,"['Jeremy Ray Taylor', 'Madison Iseman', 'Caleel Harris']"
76589,"['Kevin Conroy', 'Tim Daly', 'Susan Eisenberg']"
207768,"['Jemma Dallender', 'Joe Absolom', 'Aleksandar Aleksiev']"
80389,"['Mel Gibson', 'Kevin Hernandez', 'Daniel Giménez Cacho']"
460793,"['Josh Gad', 'Kristen Bell', 'Idina Menzel']"
11238,"['Scott Weinger', 'Linda Larkin', 'Robin Williams']"
301351,"['Zac Efron', 'Wes Bentley', 'Emily Ratajkowski']"
8328,"['Briana Evigan', 'Robert Hoffman', 'Will Kemp']"
85446,"['Mia Michaels', 'Megan Boone', 'Kathryn McCormick']"
646207,"['Liam Neeson', 'Marcus Thomas', 'Laurence Fishburne']"
37735,"['Emma Stone', 'Cam Gigandet', 'Amanda Bynes']"
18937,"['Jessalyn Gilsig', 'Andrea Corr', 'Cary Elwes']"
192141,"['Owen Wilson', 'Lake Bell', 'Pierce Brosnan']"
537116,"['Andrew Garfield', 'Alexandra Shipp', 'Robin de Jesús']"
16052,"['Jennifer Lopez', 'Edward James Olmos', 'Constance Marie']"
114150,"['Anna Kendrick', 'Brittany Snow', 'Anna Camp']"
374720,"['Fionn Whitehead', 'Tom Hardy', 'Mark Rylance']"
310131,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie']"
133805,"['Chloë Grace Moretz', 'Julianne Moore', 'Gabriella Wilde']"
11247,"['Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge']"
604,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']"
379149,"['Pierce Brosnan', 'Jackie Chan', 'Rory Fleck-Byrne']"
8065,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']"
33217,"['Zachary Gordon', 'Robert Capron', 'Steve Zahn']"
500664,"['Logan Marshall-Green', 'Betty Gabriel', 'Harrison Gilbertson']"
1266,"['Keanu Reeves', 'Forest Whitaker', 'Chris Evans']"
76544,"['Tiger Hu Chen', 'Keanu Reeves', 'Karen Mok']"
74,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']"
123025,"['Peter Weller', 'Ariel Winter', 'David Selby']"
590223,"[""Dylan O'Brien"", 'Jessica Henwick', 'Michael Rooker']"
616,"['Tom Cruise', 'Ken Watanabe', 'Timothy Spall']"
618344,"['Matt Ryan', ""Jerry O'Connell"", 'Taissa Farmiga']"
512196,"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine']"
14191,"['Emma Roberts', 'JoJo', 'Sara Paxton']"
7518,"['Bruce Willis', 'Garry Shandling', 'Steve Carell']"
277834,"[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']"
2082,"['Scout Taylor-Compton', 'Tyler Mane', 'Malcolm McDowell']"
10483,"['Jason Statham', 'Joan Allen', 'Ian McShane']"
419743,"['Rachel Weisz', 'Rachel McAdams', 'Alessandro Nivola']"
274870,"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen']"
109428,"['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci']"
290764,"['Taylor Lautner', 'Marie Avgeropoulos', 'Adam Rayner']"
554230,"['Olivia Colman', 'Dakota Johnson', 'Jessie Buckley']"
59967,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']"
51828,"['Anne Hathaway', 'Jim Sturgess', 'Tom Mison']"
356305,"['Bryan Cranston', 'James Franco', 'Zoey Deutch']"
10024,"['Cameron Diaz', 'Abigail Breslin', 'Sofia Vassilieva']"
35019,"['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes']"
201085,"['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston']"
12437,"['Rhona Mitra', 'Bill Nighy', 'Michael Sheen']"
441282,"['Henry Cavill', 'Ben Kingsley', 'Alexandra Daddario']"
718032,"['Alana Haim', 'Cooper Hoffman', 'Sean Penn']"
1422,"['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon']"
7980,"['Saoirse Ronan', 'Mark Wahlberg', 'Rachel Weisz']"
49040,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']"
505058,"['Colin Woodell', 'Betty Gabriel', 'Rebecca Rittenhouse']"
49021,"['Jason Statham', 'Clive Owen', 'Robert De Niro']"
13223,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang']"
93837,"['Miley Cyrus', 'Jeremy Piven', ""Mike O'Malley""]"
10380,"['Phillip Glasser', 'James Stewart', 'Erica Yohn']"
297608,"['Jill Larson', 'Anne Ramsay', 'Michelle Ang']"
417384,"['Zoe Colletti', 'Dean Norris', 'Michael Garza']"
443791,"['Kristen Stewart', 'Vincent Cassel', 'Mamoudou Athie']"
407655,"['Sofia Carson', 'Thomas Law', 'Jennifer Tilly']"
17578,"['Jamie Bell', 'Daniel Craig', 'Andy Serkis']"
8916,"['Sharon Stone', 'Dan Aykroyd', 'Anne Bancroft']"
440021,"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine']"
15969,"['Scott Weinger', 'Linda Larkin', 'Jonathan Freeman']"
59108,"['Ben Stiller', 'Eddie Murphy', 'Casey Affleck']"
197,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau']"
243683,"['Briana Evigan', 'Ryan Guzman', 'Chaton Anderson']"
324668,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones']"
84892,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']"
1278,"['Michael Pitt', 'Eva Green', 'Louis Garrel']"
18360,"['Ben Stiller', 'Amy Adams', 'Owen Wilson']"
6114,"['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins']"
4233,"['Neve Campbell', 'Courteney Cox', 'David Arquette']"
11212,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano']"
10065,"['Ryan Reynolds', 'Melissa George', 'Jesse James']"
426543,"['Keira Knightley', 'Mackenzie Foy', 'Morgan Freeman']"
13648,"['Alyson Court', 'Laura Bailey', 'Roger Craig Smith']"
489,"['Matt Damon', 'Robin Williams', 'Ben Affleck']"
238713,"['Melissa McCarthy', 'Jason Statham', 'Rose Byrne']"
1562,"['Robert Carlyle', 'Rose Byrne', 'Jeremy Renner']"
754,"['John Travolta', 'Nicolas Cage', 'Joan Allen']"
691179,"['Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow']"
1637,"['Keanu Reeves', 'Sandra Bullock', 'Dennis Hopper']"
25195,"['Amy Adams', 'Matthew Goode', 'John Lithgow']"
487297,"['Taraji P. Henson', 'Aldis Hodge', 'Josh Brener']"
82881,"['Mandy Moore', 'Zachary Levi', 'Alan Dale']"
295693,"['Alec Baldwin', 'Steve Buscemi', 'Miles Bakshi']"
787752,"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jonica T. Gibbs']"
59860,"['Selena Gomez', 'Katie Cassidy', 'Leighton Meester']"
511987,"['Kaya Scodelario', 'Barry Pepper', 'Morfydd Clark']"
16995,"['Russell Crowe', 'Ben Affleck', 'Rachel McAdams']"
109410,"['Chadwick Boseman', 'Harrison Ford', 'Nicole Beharie']"
364,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer']"
8204,"['Sarah Bolger', 'Jordy Benattar', 'Mary-Louise Parker']"
130150,"['Kate Winslet', 'Josh Brolin', 'Gattlin Griffith']"
395990,"['Bruce Willis', ""Vincent D'Onofrio"", 'Dean Norris']"
490132,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']"
10665,"['Liv Tyler', 'Scott Speedman', 'Glenn Howerton']"
435,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']"
628,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst']"
11619,"['Hugh Jackman', 'Kate Winslet', 'Ian McKellen']"
70436,"['John Cusack', 'Luke Evans', 'Alice Eve']"
492188,"['Adam Driver', 'Scarlett Johansson', 'Laura Dern']"
1729,"['Jackie Chan', 'Jet Li', 'Michael Angarano']"
316029,"['Hugh Jackman', 'Zac Efron', 'Michelle Williams']"
345,"['Tom Cruise', 'Nicole Kidman', 'Madison Eginton']"
158852,"['George Clooney', 'Hugh Laurie', 'Britt Robertson']"
43539,"['Russell Crowe', 'Elizabeth Banks', 'Brian Dennehy']"
24,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox']"
15157,"['Selena Gomez', 'Drew Seeley', 'Jane Lynch']"
228967,"['James Franco', 'Seth Rogen', 'Lizzy Caplan']"
146233,"['Hugh Jackman', 'Jake Gyllenhaal', 'Maria Bello']"
417644,"['Michael Peña', 'Dax Shepard', 'Jessica McNamee']"
16290,"['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn']"
579047,"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton']"
8358,"['Tom Hanks', 'Helen Hunt', 'Chris Noth']"
70954,"['Willem Dafoe', ""Frances O'Connor"", 'Sam Neill']"
399035,"['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson']"
196867,"['Quvenzhané Wallis', 'Jamie Foxx', 'Rose Byrne']"
515001,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']"
500,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen']"
1701,"['Nicolas Cage', 'John Cusack', 'John Malkovich']"
332562,"['Bradley Cooper', 'Lady Gaga', 'Sam Elliott']"
65,"['Eminem', 'Mekhi Phifer', 'Brittany Murphy']"
302401,"['Joseph Gordon-Levitt', 'Shailene Woodley', 'Melissa Leo']"
1933,"['Nicole Kidman', 'Fionnula Flanagan', 'Christopher Eccleston']"
419680,"['Will Ferrell', 'Mark Wahlberg', 'John Lithgow']"
13205,"['Patrick Stewart', 'Andrea Bowen', 'Keith Ferguson']"
